D9824126,"[2, -1, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, -1, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, -2, -1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 2]"
D673AD56,"[4, 1, 2, 2, 1, 3, -1, 2, 2, -1, 1, 4, -1, 3, 1, 4, 4, 3, 4, 3, -2, 1, 4, 2, 3, 4, 3, 2, 2, 2, 1, 1, 2, 3, 4, 4, 1, 1, 2, 3, 4, 1, 4, 2, 1, 3, 2, 2, -1, 3, -1, 1, 3, 4, 4, 2, 3, 2, 3, 1, 2, 3, 4, 1, 2, 3, 4, 4, 2, 1]"
DE248D36,"[1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1]"
D52DD5A6,"[1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 2, 3, 4, 3, 2, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, -1, 2, -1, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 3, 2, 1, 2, 3, 2, 1, 2, 3, 2, 1, 2, 3, -1]"
D64AA626,"[1, 2, 2, 3, 1, 4, 3, 2, 2, 3, 1, 1, 3, 4, 4, 3, 1, 2, 1, 2, 4, 4, 2, 1, 2, 1, 2, 2, 3, 4, 3, 2, 2, 3, 4, 1, 4, 4, 2, 3, 1, 4, 3, 2, 1, 2, 2, 3, 4, 3, 3, 1, 2, 3, 3, 2, 1, 4, 4, 2, 3, 1, 2, 4, 1, 3, 1, 4, 2, 3]"
